Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
circular_pair_4821	5106	25	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_624	3611	18	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_685	6044	32	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_734	12540	6	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_871	5637	16	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_1025	2696	292	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_1071	5093	8	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_15	4180	43	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_414	3360	19	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_793	3705	4	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_795	2079	4	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_865	4255	27	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_892	3044	21	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_read_909	10771	1	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1	67467	72	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1033	2823	425	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1036	28031	25	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1076	1927	223	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_11	11941	676	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_110	8115	22	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1107	30740	65	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1108	9042	53	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1109	41583	45	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1112	12113	34	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1114	64815	56	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1116	4498	27	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1117	43811	26	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1118	69984	11	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1119	5348	17	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1142	2012	810	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1157	2456	10	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1160	58399	3	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1171	44376	11	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1186	32189	22	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1189	1542	8	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1201	3679	1063	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1209	29565	63	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1210	82613	103	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1227	197165	113	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1229	2200	89	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_123	2729	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1231	27549	25	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1259	136929	100	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1260	14098	35	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1261	13929	76	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1270	9379	597	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1273	7269	34	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1284	3436	11	N	FALSE	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1287	18847	70	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1288	12272	64	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1294	15676	27	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1295	1872	74	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1301	5467	47	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1303	16604	51	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1304	10849	79	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1316	12066	48	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1328	3979	16	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1360	6246	10	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1366	34326	54	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1372	15198	22	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1375	4751	98	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1378	63980	72	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1385	28216	145	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1415	17672	71	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1419	26421	69	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_144	12339	21	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1469	7607	10	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_147	2387	86	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1479	35851	12	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1499	12167	35	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1501	7458	27	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1508	7531	21	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1509	7166	16	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1513	7659	90	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1544	38982	14	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_156	8545	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1575	7374	7	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_158	36970	25	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1581	13554	26	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1583	13827	117	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1588	3549	6	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1590	27432	50	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1591	34270	51	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1592	42559	36	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_162	3798	13	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1621	2384	65	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1624	8935	6	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1626	23010	43	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1629	5038	9	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1650	7532	3	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1651	2764	45	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1652	2677	309	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1654	38042	28	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1668	4851	20	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1682	7977	16	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1693	13121	19	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1705	7631	37	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1706	8554	46	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1711	114789	40	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1714	14600	51	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1721	3037	166	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1723	47375	22	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1730	50933	10	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1741	9409	94	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1769	15434	167	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1770	4116	55	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1776	40259	25	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1778	23751	18	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1784	8915	3	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1802	5046	108	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1820	17493	15	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1839	23787	50	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1843	8636	25	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1844	31461	120	Y	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1847	41143	45	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1866	57822	26	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1867	22105	39	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1880	50244	8	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1905	1998	33	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1930	35800	23	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1938	1823	10	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1957	32322	11	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1977	24840	16	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1986	95352	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1987	21037	9	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1991	13067	16	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_201	2049	6	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2013	1792	10	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2023	1791	9	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2057	14334	23	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2075	13597	11	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2078	28107	34	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2079	16827	6	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2083	3373	135	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2090	5057	138	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2098	10362	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2107	1894	22	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2112	6412	8	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2135	11964	69	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2136	8510	32	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_214	2147	113	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2149	4084	68	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_215	1693	15	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2150	4050	131	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2162	9871	52	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2204	3590	179	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2205	3570	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2239	18057	14	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2255	37555	23	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2263	4929	39	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2264	43943	9	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2277	14293	36	N	FALSE	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_228	1987	10	N	FALSE	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2285	10308	61	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2290	27637	25	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2294	20817	44	N	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
