CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_1992	1	24.4Kb	intact(150)	head,tail,plate,fiber	668-25138	0	37	23	14	100%	0	no	5	PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(11),PHAGE_Haemop_SuMu_NC_019455(11),PHAGE_Entero_SfMu_NC_027382(5),PHAGE_Escher_D108_NC_013594(4),PHAGE_Entero_Mu_NC_000929(4),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_HK629_NC_019711(2),PHAGE_Entero_vB_EcoM_VR7_NC_014792(1),PHAGE_Propio_PFR1_NC_031076(1),PHAGE_Rhodob_RcapMu_NC_016165(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Propio_PFR2_NC_031108(1),PHAGE_Entero_SfI_NC_027339(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Burkho_KS10_NC_011216(1),PHAGE_Pseudo_PA1phi_NC_023700(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Pseudo_MP29_NC_011613(1),PHAGE_Pseudo_D3112_NC_005178(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Entero_vB_EcoM_VR25_NC_028925(1),PHAGE_Pseudo_JD024_NC_024330(1),PHAGE_Bordet_BPP_1_NC_005357(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Ralsto_RS138_NC_029107(1),PHAGE_Salmon_SEN4_NC_029015(1)	16	29.72%	56.81%
>contig_3016	1	9.8Kb	incomplete(10)	NA	213-10078	0	20	11	9	100%	0	no	4	PHAGE_Xylell_Xfas53_NC_013599(3),PHAGE_Burkho_BcepC6B_NC_005887(3),PHAGE_Bordet_BPP_1_NC_005357(3),PHAGE_Endosy_APSE_1_NC_000935(3),PHAGE_Bacter_APSE_2_NC_011551(2),PHAGE_Loktan_pCB2051_A_NC_020853(1),PHAGE_Bacter_B40_8_NC_011222(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Bacill_PBC1_NC_017976(1),PHAGE_Entero_VT2_Sakai_NC_000902(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Stx2_II_NC_004914(1),PHAGE_Paenib_HB10c2_NC_028758(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Escher_phage_NC_004913(1)	5	15%	38.41%
>contig_2603	1	11.8Kb	incomplete(10)	NA	89-11950	0	26	16	10	100%	0	no	5	PHAGE_Salmon_Fels_2_NC_010463(2),PHAGE_Salmon_SEN1_NC_029003(1),PHAGE_Erwini_phiEaH2_NC_019929(1),PHAGE_Cellul_phi18:1_NC_021790(1),PHAGE_Pectob_CBB_NC_041878(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Crocei_P2559Y_NC_023614(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_186_NC_001317(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Escher_K1ind1_NC_041897(1),PHAGE_Entero_PsP3_NC_005340(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Escher_LM33_P1_NC_031937(1),PHAGE_Escher_PE3_1_NC_024379(1),PHAGE_Clostr_phiCD211_NC_029048(1)	6	7.69%	41.03%
>contig_1798	1	10.9Kb	incomplete(10)	NA	17-10998	0	16	12	4	100%	0	no	3	PHAGE_Lactob_Lb338_1_NC_012530(7),PHAGE_Entero_EFLK1_NC_029026(4),PHAGE_Entero_phiEF24C_NC_009904(4),PHAGE_Staphy_Twort_NC_007021(3),PHAGE_Entero_EFDG1_NC_029009(3),PHAGE_Entero_ECP3_NC_027335(3),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Staphy_vB_SauM_Romulus_NC_020877(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Staphy_Team1_NC_025417(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Lister_A511_NC_009811(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Lister_vB_LmoM_AG20_NC_020871(1)	9	43.75%	33.32%
>contig_1798	2	12.6Kb	incomplete(20)	recombinase	14008-26645	0	15	12	3	100%	0	no	5	PHAGE_Lactob_Lb338_1_NC_012530(7),PHAGE_Entero_EFLK1_NC_029026(3),PHAGE_Entero_phiEF24C_NC_009904(3),PHAGE_Entero_EFDG1_NC_029009(3),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_phiAGATE_NC_020081(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Lister_LP_083_2_NC_024383(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Staphy_vB_SauM_Remus_NC_022090(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Bacill_DirtyBetty_NC_031054(1),PHAGE_Lister_LP_064_NC_041862(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_SageFayge_NC_031027(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	8	46.66%	34.17%
>contig_145	1	20.4Kb	incomplete(20)	head	21854-42332	0	23	14	9	100%	0	no	12	PHAGE_Escher_RCS47_NC_042128(3),PHAGE_Entero_P1_NC_005856(3),PHAGE_Salmon_SJ46_NC_031129(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Pseudo_DL60_NC_028745(1),PHAGE_Salmon_103203_sal5_NC_031946(1),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Gordon_BritBrat_NC_030942(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Salmon_118970_sal4_NC_030919(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Pseudo_LBL3_NC_011165(1),PHAGE_Burkho_BcepIL02_NC_012743(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Vibrio_ValKK3_NC_028829(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Bacter_B40_8_NC_011222(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Pseudo_H66_NC_042342(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Rhizob_vB_RleM_P10VF_NC_025429(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Pantoe_vB_PagS_Vid5_NC_042120(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Sinorh_phiM9_NC_028676(1),PHAGE_Mycoba_Llama_NC_028923(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Pseudo_F8_NC_007810(1),PHAGE_Salmon_HK620_NC_002730(1),PHAGE_Pseudo_F10_NC_007805(1),PHAGE_Pseudo_PB1_NC_011810(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Salmon_ST64T_NC_004348(1),PHAGE_Acinet_phiAC_1_NC_028995(1)	3	13.04%	40.51%
>contig_2621	1	6.8Kb	incomplete(10)	NA	3252-10102	0	9	6	3	100%	0	no	3	PHAGE_Escher_RCS47_NC_042128(4),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Prochl_P_TIM68_NC_028955(1)	4	44.44%	43.76%
>contig_1207	1	50.1Kb	intact(150)	head,capsid,portal,terminase,tail,plate	599-50729	0	90	71	19	100%	0	no	11	PHAGE_Salmon_118970_sal3_NC_031940(35),PHAGE_Salmon_ST64B_NC_004313(17),PHAGE_Shigel_SfIV_NC_022749(14),PHAGE_Entero_SfV_NC_003444(12),PHAGE_Shigel_SfII_NC_021857(11),PHAGE_Entero_phiP27_NC_003356(9),PHAGE_Entero_SfI_NC_027339(7),PHAGE_Yersin_PY54_NC_005069(3),PHAGE_Azospi_Cd_NC_010355(2),PHAGE_Rhizob_16_3_NC_011103(2),PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Lister_A118_NC_003216(1),PHAGE_Gordon_Nymphadora_NC_031061(1),PHAGE_Lactob_Ld3_NC_025421(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Bacill_PfEFR_5_NC_031055(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Stx2_c_86_NC_008464(1),PHAGE_Entero_mEp213_NC_019720(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Lactob_LLKu_NC_022989(1),PHAGE_Escher_P2_NC_041848(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Entero_VT2_Sakai_NC_000902(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Escher_pro483_NC_028943(1)	32	38.88%	54.58%
>contig_2460	1	10.8Kb	incomplete(50)	protease,virion,portal,lysis	309-11110	0	18	12	6	100%	0	no	7	PHAGE_Pseudo_D3112_NC_005178(4),PHAGE_Haemop_SuMu_NC_019455(4),PHAGE_Pseudo_H70_NC_027384(3),PHAGE_Pseudo_JBD69_NC_030908(3),PHAGE_Pseudo_LPB1_NC_027298(3),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(2),PHAGE_Pseudo_MP38_NC_011611(2),PHAGE_Pseudo_PA1phi_NC_023700(2),PHAGE_Pseudo_MP29_NC_011613(2),PHAGE_Pseudo_JD024_NC_024330(2),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(2),PHAGE_Ralsto_RS138_NC_029107(2),PHAGE_Pseudo_JBD24_NC_020203(2),PHAGE_Pseudo_73_NC_007806(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Burkho_KL1_NC_018278(1),PHAGE_Pseudo_MP48_NC_024782(1),PHAGE_Pseudo_FHA0480_NC_041851(1),PHAGE_Stenot_vB_SmaS_DLP_2_NC_029019(1),PHAGE_Pseudo_JBD30_NC_020198(1),PHAGE_Pseudo_DMS3_NC_008717(1),PHAGE_Pseudo_JBD25_NC_027992(1),PHAGE_Pseudo_vB_Pae_Kakheti25_NC_017864(1),PHAGE_Pseudo_JBD93_NC_030918(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Pseudo_JBD5_NC_020202(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Thalas_BA3_NC_009990(1)	4	22.22%	60.11%
>contig_2729	1	18.4Kb	questionable(70)	plate,lysin	333-18807	0	23	17	6	100%	0	no	6	PHAGE_Lister_B054_NC_009813(4),PHAGE_Deep_s_D6E_NC_019544(3),PHAGE_Lactob_LBR48_NC_027990(3),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Arthro_Colucci_NC_042000(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Arthro_PrincessTrina_NC_042053(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Lactob_Lv_1_NC_011801(1),PHAGE_Lactob_iLp1308_NC_028911(1)	7	17.39%	38.05%
>contig_1094	1	10.9Kb	incomplete(10)	NA	393-11349	0	21	14	7	100%	0	no	6	PHAGE_Entero_Tyrion_NC_031077(2),PHAGE_Burkho_phi6442_NC_009235(2),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Pseudo_PAE1_NC_028980(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Entero_HK225_NC_019717(1)	3	9.52%	33.97%
>contig_2914	1	9.5Kb	incomplete(10)	NA	306-9900	0	19	12	7	100%	0	no	5	PHAGE_Mycoba_Angel_NC_012788(1),PHAGE_Erwini_Ea9_2_NC_023579(1),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Mycoba_Liefie_NC_023705(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Pseudo_H101_NC_029094(1),PHAGE_Sphing_Lacusarx_NC_041927(1),PHAGE_Salmon_Marshall_NC_022772(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Sinorh_phiM7_NC_041929(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Rhizob_16_3_NC_011103(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Caulob_magneto_NC_019407(1),PHAGE_Mycoba_Halo_NC_008202(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Agroba_7_7_1_NC_019519(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Erwini_vB_EamP_Frozen_NC_031062(1),PHAGE_Brucel_BiPBO1_NC_031264(1)	3	5.26%	43.52%
>contig_1368	1	10.3Kb	incomplete(20)	coat	47-10419	0	14	11	3	100%	0	no	6	PHAGE_Entero_ES18_NC_006949(6),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(5),PHAGE_Salmon_SPN3UB_NC_019545(5),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(4),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(4),PHAGE_Cronob_ENT47670_NC_019927(3),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(3),PHAGE_Pseudo_phi297_NC_016762(2),PHAGE_Pseudo_JBD44_NC_030929(2),PHAGE_Entero_933W_NC_000924(1),PHAGE_Vibrio_pYD21_A_NC_020846(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Salmon_IME207_NC_031924(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_ST104_NC_005841(1),PHAGE_Burkho_DC1_NC_018452(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Salmon_SEN34_NC_028699(1)	6	42.85%	36.16%
>contig_1368	2	7.7Kb	incomplete(60)	tail	11997-19697	0	8	7	1	100%	0	no	5	PHAGE_Entero_DE3_NC_042057(3),PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Entero_lambda_NC_001416(3),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(2),PHAGE_Phage_Gifsy_1_NC_010392(2),PHAGE_Entero_mEp460_NC_019716(2),PHAGE_Entero_cdtI_NC_009514(2),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Shigel_POCJ13_NC_025434(1),PHAGE_Shigel_Stx_NC_029120(1)	3	37.5%	39.32%
>contig_2847	1	11.5Kb	questionable(70)	integrase,terminase,portal	1410-12922	0	23	13	10	100%	0	yes	5	PHAGE_Aeromo_phiO18P_NC_009542(4),PHAGE_Haemop_HP2_NC_003315(3),PHAGE_Entero_186_NC_001317(3),PHAGE_Erwini_ENT90_NC_019932(2),PHAGE_Salmon_SEN5_NC_028701(2),PHAGE_Vibrio_8_NC_022747(2),PHAGE_Salmon_SEN4_NC_029015(2),PHAGE_Haemop_HP1_NC_001697(2),PHAGE_Salmon_SEN1_NC_029003(1),PHAGE_Erwini_phiEaH2_NC_019929(1),PHAGE_Salmon_RE_2010_NC_019488(1),PHAGE_Burkho_ST79_NC_021343(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Pasteu_F108_NC_008193(1),PHAGE_Erwini_vB_EamM_Kwan_NC_031010(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Salmon_Fels_2_NC_010463(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Vibrio_K139_NC_003313(1),PHAGE_Entero_PsP3_NC_005340(1),PHAGE_Acinet_phiAC_1_NC_028995(1)	8	17.39%	37.59%
>contig_1511	1	3.3Kb	incomplete(60)	transposase	2780-6123	0	6	6	0	100%	0	no	3	PHAGE_Bacter_Diva_NC_028788(2),PHAGE_Paenib_Shelly_NC_041909(2),PHAGE_Lister_P70_NC_018831(1),PHAGE_Entero_EFLK1_NC_029026(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Bacter_Sitara_NC_028854(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Entero_ECP3_NC_027335(1)	4	33.33%	38.40%
>contig_1941	1	13.9Kb	questionable(70)	tail,capsid,protease	1108-15060	0	20	13	7	100%	0	no	4	PHAGE_Bacter_Lily_NC_028841(7),PHAGE_Vibrio_X29_NC_024369(7),PHAGE_Burkho_BcepMu_NC_005882(3),PHAGE_Burkho_phiE255_NC_009237(2),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Propio_PFR1_NC_031076(1),PHAGE_Klebsi_phiKO2_NC_005857(1),PHAGE_Xylell_Salvo_NC_042345(1),PHAGE_Propio_PFR2_NC_031108(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Salini_M8CC_19_NC_042349(1),PHAGE_Paraco_Shpa_NC_041868(1),PHAGE_Xylell_Sano_NC_042344(1),PHAGE_Salini_M8CRM_1_NC_042351(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Rhodob_RcapNL_NC_020489(1)	10	35%	36.66%
>contig_1096	1	9.8Kb	incomplete(20)	plate	44-9894	0	23	10	13	100%	0	no	7	PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Vibrio_12A4_NC_021068(1),PHAGE_Mycoba_Daenerys_NC_022068(1),PHAGE_Marino_P12026_NC_018269(1),PHAGE_Pseudo_MD8_NC_031091(1),PHAGE_Aeromo_65_NC_015251(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Mycoba_Inventum_NC_026596(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Thalas_BA3_NC_009990(1)	2	4.34%	33.36%
>contig_2283	1	9.8Kb	incomplete(10)	NA	4031-13849	0	9	6	3	100%	0	no	6	PHAGE_Synech_S_CAM4_NC_031900(2),PHAGE_Synech_S_CAM8_NC_021530(2),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Synech_ACG_2014e_NC_026928(1),PHAGE_Prochl_P_SSM7_NC_015290(1),PHAGE_Microb_Min1_NC_009603(1),PHAGE_Citrob_CVT22_NC_027988(1),PHAGE_Rhizob_RHEph10_NC_034248(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Pseudo_nickie_NC_042091(1),PHAGE_Synech_ACG_2014c_NC_019444(1),PHAGE_Synech_S_MbCM100_NC_023584(1),PHAGE_Synech_ACG_2014i_NC_027132(1),PHAGE_Synech_ACG_2014d_NC_026923(1)	1	22.22%	62.81%
>contig_1156	1	12.6Kb	intact(100)	terminase,portal,head	379-13001	0	19	16	3	100%	0	no	11	PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Oenoco_phiS13_NC_023560(2),PHAGE_Oenoco_phi9805_NC_023559(2),PHAGE_Oenoco_phiS11_NC_023571(2),PHAGE_Deep_s_D6E_NC_019544(2),PHAGE_Lactob_PLE3_NC_031125(2),PHAGE_Entero_phiFL2A_NC_013643(2),PHAGE_Entero_phiFL1A_NC_013646(2),PHAGE_Idioma_1N2_2_NC_025439(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Lactob_CL2_NC_028835(1),PHAGE_Strept_phiARI0031_NC_031910(1),PHAGE_Bacill_SPO1_NC_011421(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Entero_vB_IME197_NC_028671(1),PHAGE_Entero_phiFL3A_NC_013648(1),PHAGE_Clostr_phiCD505_NC_028764(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Geobac_TP_84_NC_041918(1),PHAGE_Clostr_phiMMP03_NC_028959(1),PHAGE_Bacill_BMBtpLA_NC_028748(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Acinet_AB1_NC_042028(1),PHAGE_Strept_phiARI0468_1_NC_031929(1),PHAGE_Lactob_iLp1308_NC_028911(1),PHAGE_Bacill_SIOphi_NC_042133(1)	6	10.52%	37.83%
